
100	5.95e-07
600	6.13e-07
1100	5.56e-07
1600	3.98e-07
2100	3.96e-07
2600	2.93e-07
3100	4.03e-07
3600	4.21e-07
4100	3.93e-07
4600	3.61e-07
5100	2.6e-07
5600	4.38e-07
6100	4.04e-07
6600	4.22e-07
7100	3.56e-07
7600	3.73e-07
8100	5.5e-07
8600	4.01e-07
9100	3.83e-07
9600	3.95e-07
10100	4.97e-07
10600	5.22e-07
11100	3.11e-07
11600	4.79e-07
12100	5.26e-07
12600	5e-07
13100	5.68e-07
13600	5.73e-07
14100	6.56e-07
14600	4.81e-07
15100	5.44e-07
15600	6.59e-07
16100	5.12e-07
16600	5.19e-07
17100	5.02e-07
17600	5.38e-07
18100	6.68e-07
18600	6.71e-07
19100	6.38e-07
19600	5.98e-07
20100	5.32e-07
20600	6.56e-07
21100	7.67e-07
21600	6.81e-07
22100	6.74e-07
22600	7.62e-07
23100	5.41e-07
23600	6.58e-07
24100	7.58e-07
24600	1.915e-06
25100	5.32e-07
25600	5.68e-07
26100	7.95e-07
26600	6.94e-07
27100	6.2e-07
27600	5.76e-07
28100	5.09e-07
28600	4.13e-07
29100	5.52e-07
29600	6.64e-07
