100	1.969e-06
600	5.228e-06
1100	8.243e-06
1600	1.178e-05
2100	1.2916e-05
2600	1.5895e-05
3100	2.3815e-05
3600	3.0177e-05
4100	2.4905e-05
4600	2.5852e-05
5100	2.672e-05
5600	2.9532e-05
6100	3.1961e-05
6600	3.4789e-05
7100	3.7404e-05
7600	3.5026e-05
8100	3.9862e-05
8600	3.9482e-05
9100	4.1795e-05
9600	2.886e-05
10100	3.0332e-05
10600	3.6193e-05
11100	3.9348e-05
11600	4.299e-05
12100	4.9759e-05
12600	6.1433e-05
13100	6.4532e-05
13600	8.8706e-05
14100	7.1814e-05
14600	6.3251e-05
15100	7.5537e-05
15600	5.2842e-05
16100	5.9375e-05
16600	6.4589e-05
17100	8.174e-05
17600	7.8572e-05
18100	5.6571e-05
18600	6.5983e-05
19100	6.5542e-05
19600	7.289e-05
20100	8.7464e-05
20600	9.7959e-05
21100	9.1071e-05
21600	8.2545e-05
22100	7.1627e-05
22600	8.7873e-05
23100	6.9861e-05
23600	0.000106198
24100	0.000106912
24600	0.00011949
25100	0.000121851
25600	8.2736e-05
26100	0.000102703
26600	9.8385e-05
27100	0.000116248
27600	0.000133067
28100	9.9236e-05
28600	0.000101054
29100	0.000119064
29600	0.000127761
