100	6.284e-05
600	0.000601208
1100	0.00189792
1600	0.00395031
2100	0.00669536
2600	0.0102719
3100	0.0145375
3600	0.0196185
4100	0.0256769
4600	0.0321117
5100	0.0395237
5600	0.0474402
6100	0.0557375
6600	0.0650739
7100	0.0890032
7600	0.0867816
8100	0.0983434
8600	0.111363
9100	0.124463
9600	0.144298
10100	0.153846
10600	0.169006
11100	0.19002
11600	0.203121
12100	0.218187
12600	0.237029
13100	0.256053
13600	0.275835
14100	0.325867
14600	0.319707
15100	0.339476
15600	0.362759
16100	0.386949
16600	0.412858
17100	0.436782
17600	0.461161
18100	0.499948
18600	0.526296
19100	0.556013
19600	0.587026
20100	0.664837
20600	0.687088
21100	0.706977
21600	0.764332
22100	0.774995
22600	0.775532
23100	0.808777
23600	0.868019
24100	0.86597
24600	0.901677
25100	0.960084
25600	0.97681
26100	1.09359
26600	1.07322
27100	1.14227
27600	1.139
28100	1.17627
28600	1.22987
29100	1.26407
29600	1.34726
