100	3.9238e-05
600	0.00106205
1100	0.00238659
1600	0.00455222
2100	0.00757725
2600	0.00719668
3100	0.00943343
3600	0.013612
4100	0.0182364
4600	0.023879
5100	0.0316628
5600	0.0393157
6100	0.0478839
6600	0.0567703
7100	0.0676032
7600	0.0788245
8100	0.0910711
8600	0.10418
9100	0.118829
9600	0.133926
10100	0.150099
10600	0.166438
11100	0.18402
11600	0.204044
12100	0.22491
12600	0.245534
13100	0.278662
13600	0.293851
14100	0.314246
14600	0.36461
15100	0.377126
15600	0.401034
16100	0.429878
16600	0.474263
17100	0.476961
17600	0.508319
18100	0.537127
18600	0.569601
19100	0.605889
19600	0.640105
20100	0.694094
20600	0.72826
21100	0.756459
21600	0.794499
22100	0.830663
22600	0.870571
23100	0.928284
23600	0.947047
24100	1.00211
24600	1.04329
25100	1.1152
25600	1.13262
26100	1.23333
26600	1.27986
27100	1.28669
27600	1.3321
28100	1.39055
28600	1.41938
29100	1.4707
29600	1.52875
100	2.04906e-05
600	0.000577757
1100	0.00187739
1600	0.00399865
2100	0.00687371
2600	0.0107276
3100	0.0146975
3600	0.0201059
4100	0.0261514
4600	0.033099
5100	0.0398156
5600	0.0483486
6100	0.0577901
6600	0.0672097
7100	0.078401
7600	0.088944
8100	0.101214
8600	0.11428
9100	0.128163
9600	0.142084
10100	0.157191
10600	0.174226
11100	0.206413
11600	0.209153
12100	0.227692
12600	0.249635
13100	0.268867
13600	0.291042
14100	0.310978
14600	0.328896
15100	0.355595
15600	0.378679
16100	0.409303
16600	0.424161
17100	0.458582
17600	0.486175
18100	0.5134
18600	0.543844
19100	0.57418
19600	0.601581
20100	0.632342
20600	0.663064
21100	0.698803
21600	0.736228
22100	0.770013
22600	0.805389
23100	0.854281
23600	0.872834
24100	0.913205
24600	0.960385
25100	0.98709
25600	1.03617
26100	1.07039
26600	1.11513
27100	1.14659
27600	1.20343
28100	1.23279
28600	1.29405
29100	1.32227
29600	1.37665
